STATE_UT,DISTRICT,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING___ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT_GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES
12,448,362,206,26,97,0,97,378,325,53,98,2,284,2337,4219,1712,2507,610,317,477,63,120,4110,15,276,21,2367,0,2351,23964,42700
12,449,54,26,0,25,0,25,49,40,9,6,2,40,194,512,237,275,58,36,56,4,12,520,3,25,1,325,0,5,3703,5656
12,450,48,17,2,23,0,23,33,32,1,4,0,12,179,380,192,188,96,47,26,4,8,350,0,32,0,235,0,9,2220,3725
14,451,9,1,0,10,0,10,4,4,0,0,0,3,23,28,2,26,14,9,4,0,5,22,0,5,2,11,0,107,565,822
4,452,426,193,41,734,0,734,1238,1086,152,68,0,211,865,2554,200,2354,712,189,514,27,193,4458,15,502,0,1584,0,1273,5671,21468
5,453,593,630,26,156,0,156,460,189,271,91,12,261,342,1111,120,991,1056,132,287,1,82,1958,124,123,7,217,0,543,4345,12557
19,454,3,6,0,7,0,7,1,1,0,3,0,0,36,113,11,102,153,2,0,1,22,57,0,5,0,7,0,0,327,743
33,455,229,97,130,122,0,122,141,112,29,19,1,57,247,564,173,391,234,128,254,6,25,534,101,217,203,237,0,536,2655,6737
16,456,495,180,27,162,0,162,166,94,72,285,26,188,209,734,87,647,373,30,72,2,43,442,40,42,0,57,0,421,2081,6075
21,457,718,442,15,231,0,231,302,300,2,137,36,500,2456,4627,1450,3177,2518,210,937,32,401,10297,387,701,25,1738,0,2274,11722,40706
24,458,42,14,2,40,0,40,6,1,5,4,0,6,231,416,23,393,6,16,46,7,8,80,2,32,1,0,0,20,656,1635
15,459,27,18,2,35,0,35,28,26,2,0,0,3,146,86,12,74,56,34,41,2,0,14,0,45,2,1,0,0,1628,2168
16,460,438,149,26,261,0,261,177,86,91,83,12,229,212,740,150,590,333,83,181,12,53,524,9,74,0,210,0,286,1954,6046
3,461,146,29,1,50,0,50,96,67,29,26,0,65,206,391,32,359,13,28,24,4,21,349,0,69,0,5,0,102,529,2154
25,462,3,9,2,1,0,1,2,1,1,0,0,1,2,16,0,16,1,0,3,0,0,3,0,0,0,0,0,0,41,84
33,463,1828,1576,423,689,0,689,2914,2578,336,186,27,1532,6663,28816,14897,13919,2909,3974,7731,274,67,793,584,1402,1828,5598,0,5058,43505,118377
28,464,603,676,92,398,0,398,865,576,289,25,173,132,2212,5320,2813,2507,0,327,3176,43,61,2516,90,386,427,1105,0,2299,12387,33313
28,465,85,98,16,49,0,49,90,59,31,1,26,11,231,458,161,297,0,32,283,7,0,445,12,16,8,115,0,344,1118,3445
24,466,39,30,5,104,0,104,10,0,10,4,0,15,673,1402,43,1359,6,36,74,7,34,120,0,107,1,0,0,11,476,3154
5,467,636,389,42,174,0,174,504,311,193,156,9,444,310,1397,281,1116,1979,194,267,3,100,2027,126,52,2,186,4,415,8056,17472
5,468,805,955,199,438,0,438,1076,702,374,360,42,316,1097,3213,494,2719,3898,199,383,8,163,9492,326,732,0,1116,1,1011,16253,42083
31,469,690,890,7,244,0,244,570,446,124,72,50,695,1511,4285,840,3445,1927,149,1407,16,253,11095,105,752,115,760,0,4522,29960,60075
31,470,347,551,1,70,0,70,319,207,112,35,19,407,1156,6235,2038,4197,554,111,2054,153,71,1979,78,237,392,587,0,1377,19983,36716
2,471,2171,953,271,864,0,864,870,737,133,90,0,347,3014,9043,220,8823,1265,298,1774,73,650,19861,310,2061,468,2751,0,6896,17908,71938
33,472,348,157,166,193,0,193,352,326,26,19,4,108,338,567,188,379,383,195,623,46,27,938,155,159,228,282,0,1071,3714,10073
7,473,255,156,18,359,0,359,128,117,11,19,5,118,1527,2062,532,1530,300,52,278,19,90,2195,48,729,52,265,0,1406,8894,18975
13,474,309,154,18,198,0,198,278,215,63,62,13,118,1226,2441,1120,1321,839,329,134,4,115,1783,107,236,0,593,0,53,9608,18618
33,475,387,184,123,106,0,106,210,170,40,20,0,123,363,598,182,416,186,123,234,6,41,337,146,264,80,152,0,447,2588,6718
33,476,1229,1263,237,157,0,157,845,609,236,176,8,531,604,2414,1190,1224,752,378,816,30,72,2380,430,322,76,466,0,1153,7701,22040
28,477,216,159,33,66,0,66,91,70,21,2,12,17,178,318,65,253,0,39,398,15,14,869,32,50,3,125,0,490,1024,4151
18,478,255,315,118,691,0,691,170,79,91,93,92,370,3618,4398,1954,2444,7386,261,3410,57,292,10480,13,1685,212,6322,0,15,57986,98239
35,479,885,1189,313,1331,0,1331,1323,949,374,62,209,203,143,4038,1296,2742,654,69,429,327,47,3357,86,1205,19,4221,0,799,14434,35343
26,480,461,341,23,167,0,167,105,92,13,105,0,60,219,496,59,437,346,56,95,2,73,463,24,335,36,137,0,217,1564,5325
24,481,30,17,5,47,1,46,8,0,8,9,0,21,191,244,1,243,2,7,17,8,24,87,0,29,0,15,2,19,166,948
14,482,152,94,7,261,0,261,164,140,24,1,0,23,1040,947,264,683,782,154,353,2,300,1903,5,718,83,470,0,767,13824,22050
20,483,364,180,12,644,0,644,77,72,5,5,2,78,1098,870,187,683,143,25,185,1,69,3946,45,1162,135,349,0,812,12434,22636
20,484,383,419,2,521,0,521,251,162,89,26,25,377,1967,4360,1291,3069,544,322,341,25,233,3296,80,1436,143,748,11,1177,20985,37672
17,485,756,684,14,256,0,256,252,182,70,72,13,407,2710,4496,1631,2865,3355,106,551,29,192,12973,131,915,3,1354,1,0,27855,57125
17,486,50,38,0,28,0,28,24,8,16,1,3,99,247,471,265,206,213,2,222,13,16,410,1,56,3,91,3,33,3276,5300
28,487,319,345,80,171,0,171,114,72,42,10,19,17,533,628,228,400,0,112,665,9,22,1817,47,73,2,178,0,131,2495,7787
33,488,1186,1431,213,313,0,313,905,690,215,87,3,656,903,6567,3950,2617,1323,944,2375,71,99,1785,319,609,436,1842,0,4014,14107,40188
33,489,407,593,167,132,0,132,451,400,51,16,3,250,718,1378,503,875,948,268,622,29,69,1437,131,265,332,535,0,925,2912,12588
26,490,1015,657,16,971,0,971,568,516,52,121,20,410,1301,2697,387,2310,347,211,439,16,192,1339,285,2084,123,1377,0,1556,11660,27405
2,491,1460,664,138,538,0,538,639,490,149,117,0,309,3440,6273,1314,4959,841,238,2324,71,645,21372,383,1295,653,3552,0,6935,10040,61927
33,492,2398,2351,251,542,0,542,2082,1516,566,151,41,1799,2255,15742,9164,6578,1963,1134,3072,161,39,689,399,831,1191,3746,0,3279,17894,62010
12,493,378,281,10,92,0,92,661,585,76,191,11,474,2565,7430,2015,5415,1083,524,694,87,217,9223,15,353,11,2637,0,2114,28546,57597
13,494,167,271,15,264,0,264,193,107,86,98,160,119,300,2346,1546,800,892,123,400,9,36,925,57,107,50,1121,0,19,6012,13684
35,495,120,20,44,84,0,84,74,74,0,16,33,59,39,581,108,473,363,38,27,1,23,63,58,54,1,470,0,9,2440,4617
33,496,453,260,152,110,0,110,144,94,50,40,3,144,474,1208,378,830,160,278,564,9,7,1401,258,125,87,737,0,1026,3863,11503
28,497,362,444,68,152,0,152,235,144,91,23,35,65,991,1514,617,897,4,259,1332,28,30,2699,47,151,9,261,0,931,2731,12371
25,498,94,33,19,12,0,12,26,1,25,6,0,35,82,164,43,121,9,2,27,2,15,64,0,5,3,0,0,52,190,840
25,499,84,37,11,13,0,13,13,5,8,19,0,36,64,204,19,185,2,9,22,3,5,65,0,3,0,0,0,24,157,771
33,500,1818,1566,358,635,0,635,1586,1345,241,143,44,870,1474,7696,3347,4349,957,683,1799,78,40,1086,395,846,1014,2558,0,2161,16406,44213
20,501,711,1165,32,450,0,450,365,245,120,123,81,681,2625,5222,1994,3228,1742,34,369,5,148,18405,349,1030,31,782,0,1749,24189,60288
4,502,254,113,27,658,0,658,752,726,26,64,5,89,658,1212,101,1111,970,102,369,21,61,2784,37,510,9,889,0,643,3148,13375
5,503,1461,3116,283,373,0,373,1712,1000,712,351,40,769,1665,5203,892,4311,5244,789,1239,44,341,11461,591,151,17,773,13,1110,24193,60939
28,504,274,339,41,149,0,149,178,119,59,10,23,32,734,1082,411,671,1,158,619,18,19,1699,41,88,3,229,0,652,1917,8306
21,505,1254,712,33,776,0,776,793,393,400,213,315,1600,14163,54936,15820,39116,944,2173,6694,584,38,18382,66,1516,305,1195,0,3487,31636,141815
21,506,1542,1063,33,1386,0,1386,1334,904,430,226,281,3209,19916,85365,28368,56997,2364,3571,13577,708,218,28353,106,3200,971,2736,1,4942,47568,222670
21,507,97,46,11,31,0,31,56,31,25,21,19,824,36,21604,10,21594,124,119,408,20,0,489,3,136,29,0,0,21,1100,25194
5,509,884,821,14,155,0,155,693,352,341,133,12,459,532,2463,436,2027,2159,209,584,13,113,2967,128,56,0,476,0,510,9335,22716
35,510,1644,2657,480,3352,0,3352,2943,2519,424,152,665,391,114,7833,1609,6224,3143,355,1125,281,248,18652,384,3487,33,17229,0,3198,17323,85689
33,511,2483,2122,341,450,0,450,1766,1245,521,146,28,1114,1147,6645,2881,3764,1594,764,1885,73,29,261,342,520,804,2546,0,1721,16760,43541
5,512,1779,1049,187,788,0,788,2332,1044,1288,494,64,1121,2498,10505,2704,7801,5098,995,1912,39,404,6568,846,220,0,1315,12,2883,28143,69252
5,513,200,61,6,23,0,23,78,20,58,102,9,159,106,3808,328,3480,125,7,193,7,1,392,4,31,0,7,0,54,1740,7113
17,514,343,447,10,124,0,124,193,142,51,44,32,1290,1836,6727,3880,2847,888,122,1147,32,0,3617,73,218,1,960,21,0,13334,31459
17,515,696,509,14,200,0,200,252,158,94,61,4,205,2174,3007,657,2350,2605,74,366,12,0,10660,123,1053,2,1141,0,0,16071,39229
4,516,294,129,34,33,0,33,166,95,71,20,1,61,139,465,13,452,57,39,44,2,76,286,5,26,4,92,0,139,609,2721
35,517,1355,1869,318,1734,0,1734,2532,2363,169,239,434,385,166,11523,1238,10285,2446,324,1568,109,153,14539,475,1610,32,11296,72,2351,23783,79313
4,518,996,629,46,1464,3,1461,2606,2516,90,594,24,844,3297,4995,902,4093,3192,928,831,52,640,7055,108,1125,68,4910,0,3137,13736,51277
31,519,521,636,3,137,0,137,354,297,57,12,4,120,827,2873,700,2173,568,21,338,15,337,9575,52,608,126,164,0,2096,27945,47332
29,520,551,453,23,493,0,493,760,579,181,13,2,175,2321,4694,1433,3261,161,137,3821,20,229,2457,164,1376,0,2867,0,2408,28535,51660
21,521,1175,756,55,566,0,566,646,476,170,198,429,2963,12414,27488,11033,16455,2555,731,3210,179,240,10923,74,849,591,2320,0,3106,32942,104410
21,522,79,33,2,11,0,11,20,16,4,78,11,299,22,11204,158,11046,123,36,55,113,8,286,3,72,19,4,0,24,1323,13825
21,523,909,393,49,556,0,556,282,227,55,98,63,592,3462,11154,1339,9815,1471,305,598,37,634,8576,82,1154,671,1019,0,4620,17286,54011
34,524,326,281,72,109,0,109,270,251,19,44,3,187,539,1984,671,1313,390,144,362,29,5,672,123,121,100,257,1,833,3359,10211
5,525,1718,1536,210,314,0,314,1182,545,637,291,39,620,1019,3929,423,3506,2304,510,996,46,213,11071,734,397,4,940,9,1966,15615,45663
4,526,380,274,6,322,0,322,696,544,152,151,3,263,938,1572,219,1353,141,145,294,14,143,3078,31,553,0,609,0,446,4323,14382
2,527,1446,778,59,698,0,698,872,689,183,90,0,347,2838,5917,1292,4625,1612,353,2747,70,845,19199,402,2738,1542,3675,0,7657,31483,85368
31,528,420,312,2,115,0,115,417,363,54,40,7,175,690,2611,1071,1540,753,27,510,39,148,10465,34,503,169,285,0,4222,24370,46314
21,529,992,918,42,396,0,396,455,348,107,278,75,907,4347,6291,1473,4818,3266,293,1600,40,743,15343,289,962,86,3202,0,2292,19659,62476
21,530,427,188,8,221,0,221,110,92,18,88,8,126,865,2057,485,1572,1089,117,422,20,65,3071,17,347,81,996,0,1308,4412,16043
7,531,187,349,0,25,0,25,28,4,24,86,0,16,64,74,24,50,5,8,12,1,61,191,1,28,3,6,0,67,398,1610
12,532,173,36,9,73,0,73,60,54,6,29,0,16,202,391,120,271,146,84,67,8,69,1228,0,63,6,107,0,675,5076,8518
20,533,483,509,28,733,0,733,82,67,15,5,11,173,1281,1776,601,1175,349,48,183,2,208,12632,232,1608,204,594,0,1144,8494,30779
21,534,385,262,20,202,0,202,250,173,77,155,56,804,5186,13538,6295,7243,1495,296,1693,107,141,2933,37,398,155,1502,0,2384,8124,40123
21,535,1078,586,28,544,0,544,305,212,93,326,73,549,2891,6645,1769,4876,4347,649,1348,82,295,9786,94,1054,435,4013,0,6651,15327,57106
5,536,472,405,69,89,0,89,331,130,201,72,9,187,179,653,90,563,1318,203,332,5,50,1414,90,131,0,313,0,684,6212,13218
21,537,638,302,17,260,0,260,243,120,123,200,215,1673,5493,16686,7937,8749,1449,776,3013,91,64,4972,54,449,194,818,0,4277,9591,51475
12,538,265,61,2,42,0,42,116,100,16,41,3,93,804,1459,728,731,176,338,139,63,40,953,3,45,5,381,0,0,9602,14631
5,539,915,734,68,263,0,263,647,269,378,148,27,288,534,1475,233,1242,2236,283,552,13,111,3673,243,107,8,352,10,1277,8720,22684
28,540,129,147,9,82,0,82,89,61,28,10,14,63,399,614,178,436,0,20,542,9,14,1394,22,53,4,146,0,514,907,5181
26,541,382,369,4,246,0,246,306,241,65,69,15,284,694,1394,238,1156,383,56,262,2,133,3734,134,119,34,384,0,451,3277,12732
20,542,210,194,14,301,0,301,143,81,62,18,15,205,1850,3381,1117,2264,524,495,257,8,115,4930,32,694,131,602,9,744,10391,25263
2,543,942,1117,49,488,0,488,887,774,113,122,6,250,2934,8623,2226,6397,875,549,2249,92,647,24134,107,2413,1621,3352,0,4817,15201,71475
10,544,86,88,20,84,0,84,303,181,122,7,13,191,590,9318,3018,6300,93,310,2500,126,19,394,7,266,130,94,0,749,8325,23713
1,545,12,2,2,2,0,2,1,0,1,1,0,0,23,23,0,23,0,3,3,0,3,34,0,8,0,1,0,0,117,235
31,546,173,190,0,90,0,90,64,52,12,5,0,62,894,1220,186,1034,248,39,152,20,10,2561,8,232,49,93,0,458,10257,16825
2,547,1339,656,158,412,0,412,630,384,246,123,2,329,3496,6027,1297,4730,816,311,2361,68,448,21756,225,1013,718,5084,3,4289,11648,61912
30,548,14,6,2,7,0,7,1,0,1,0,0,1,36,53,1,52,13,1,13,0,4,63,0,6,0,1,0,41,160,422
32,548,340,156,4,478,0,478,297,191,106,49,1,172,423,811,68,743,263,84,155,41,100,1702,28,537,4,1408,0,283,1983,9319
10,548,361,275,77,260,0,260,1225,721,504,27,75,443,1119,12379,5252,7127,69,556,1638,63,54,1603,65,346,139,785,0,105,16949,38613
1,548,5,0,0,4,0,4,0,0,0,0,0,1,6,13,0,13,0,0,3,0,0,8,0,2,1,2,0,0,70,115
10,549,527,444,70,565,0,565,2733,1715,1018,28,73,467,1078,15265,10141,5124,47,188,806,19,23,2173,176,660,120,1638,0,1228,12964,41292
10,550,594,542,61,695,0,695,2520,1489,1031,44,112,827,2325,17635,11320,6315,42,237,1191,11,31,1630,116,555,107,1581,0,181,19644,50681
10,551,236,277,15,195,0,195,652,487,165,13,55,260,579,3668,2027,1641,27,100,325,19,7,946,71,148,15,309,0,182,5328,13427
11,552,291,134,45,169,0,169,113,77,36,26,0,166,2118,4638,1636,3002,459,322,689,103,150,1297,11,184,71,92,0,1511,5659,18248
10,553,504,435,53,475,0,475,1534,951,583,44,60,447,1939,9925,5393,4532,52,249,619,16,40,1429,107,434,71,599,0,160,18622,37814
26,554,302,239,13,337,0,337,270,252,18,58,0,138,539,788,118,670,546,51,132,3,79,797,15,711,102,296,0,435,4058,9909
26,555,161,96,6,116,0,116,122,90,32,29,1,120,310,700,136,564,289,72,154,6,70,505,25,473,61,201,0,286,4431,8234
21,556,547,276,15,308,0,308,211,155,56,216,23,344,2248,4366,789,3577,1990,233,1079,4,301,7922,23,752,106,1712,0,2617,9183,34476
10,557,531,355,73,410,0,410,2653,1598,1055,28,31,353,1453,11625,7787,3838,35,181,849,4,33,1382,141,417,53,1107,0,234,11905,33853
16,558,396,516,57,467,0,467,176,100,76,62,3,82,170,881,169,712,829,65,183,3,64,1393,28,95,1,361,0,322,2103,8257
18,559,489,406,156,638,0,638,141,77,64,95,90,377,2883,3157,1153,2004,6123,604,2375,38,396,14881,38,1312,122,3624,0,61,42717,80723
16,560,940,914,25,292,0,292,469,244,225,323,12,484,992,1825,365,1460,2026,155,393,0,204,4385,249,109,10,289,69,446,6678,21289
12,561,509,298,5,315,0,315,734,688,46,121,0,481,2506,4824,1494,3330,861,373,523,93,282,12298,9,598,13,2474,0,2273,22330,51920
29,562,462,588,51,482,0,482,1040,912,128,8,1,241,2389,4026,1295,2731,440,309,3620,25,234,531,123,1353,14,3612,0,3030,37123,59702
13,563,252,288,27,230,0,230,261,199,62,51,83,168,513,3231,2309,922,911,202,232,3,31,1128,80,179,67,549,0,184,6009,14679
13,564,162,70,14,144,0,144,229,163,66,30,28,117,1627,3432,1917,1515,21,255,626,11,8,410,38,194,159,784,0,335,7244,15938
12,565,627,158,6,112,0,112,546,531,15,256,3,223,1480,3065,1112,1953,553,482,247,47,348,4008,1,367,37,1546,0,341,23069,37522
33,566,117,140,24,33,0,33,165,129,36,5,1,93,91,719,439,280,107,57,225,2,3,57,32,47,0,128,0,368,1410,3824
13,567,534,289,86,524,1,523,543,373,170,86,212,359,2225,7924,5661,2263,641,430,486,22,52,2039,149,227,224,1549,0,2675,7919,29195
20,568,393,294,12,433,0,433,114,58,56,20,14,197,1451,1085,202,883,150,40,131,3,126,2157,194,964,31,352,1,596,12655,21413
3,569,90,65,3,71,0,71,182,102,80,57,0,230,579,1439,682,757,75,175,170,13,64,858,0,113,11,34,0,139,1485,5853
21,570,587,483,16,240,0,240,246,141,105,197,29,636,2481,3791,1035,2756,1777,128,780,18,343,11617,80,680,73,2103,0,1336,3953,31594
35,571,1350,706,382,705,0,705,806,805,1,224,321,397,250,4596,898,3698,3337,408,493,39,249,1298,255,745,10,5355,0,24,17031,38981
12,572,220,159,6,108,0,108,338,318,20,77,0,190,1082,3556,820,2736,647,343,278,67,136,4283,0,349,3,1518,0,1340,17182,31882
18,573,253,189,93,262,0,262,128,110,18,22,35,263,1883,2042,698,1344,3433,155,1269,21,206,12603,8,1649,146,1612,0,13,31190,57475
28,574,23,15,4,23,0,23,28,23,5,1,0,4,55,93,43,50,0,13,70,1,1,82,12,4,0,46,0,128,410,1013
28,575,594,587,108,322,0,322,470,366,104,22,108,75,2437,4201,1999,2202,0,239,3023,36,41,4469,119,422,25,1403,0,3791,13793,36285
5,576,4586,2845,301,572,0,572,3502,1169,2333,951,185,4901,6855,23942,11946,11996,5948,988,4833,121,284,7533,1012,287,14,2838,39,4618,70387,147542
5,577,226,153,26,14,0,14,87,27,60,202,59,232,29,8327,506,7821,151,37,219,8,0,13,25,131,0,15,0,13,2686,12653
34,578,161,95,22,55,0,55,102,95,7,15,1,82,406,605,134,471,179,86,153,7,31,617,65,64,22,126,0,278,741,3913
31,579,292,399,10,159,0,159,277,238,39,12,0,119,562,1809,748,1061,534,26,355,26,145,4537,32,504,85,213,0,1738,14445,26288
25,580,50,32,4,7,0,7,7,0,7,1,0,9,41,75,6,69,0,2,7,1,2,23,0,6,1,0,0,5,50,323
25,581,63,49,16,18,0,18,16,1,15,12,0,26,57,96,6,90,3,8,10,2,6,60,0,10,0,0,0,0,151,603
33,582,691,709,141,308,0,308,678,553,125,69,4,220,371,1450,361,1089,291,459,1132,22,7,75,321,413,392,1365,0,807,12655,22580
34,583,74,51,34,59,0,59,33,23,10,6,0,53,221,252,16,236,110,41,66,6,29,227,41,78,10,78,0,13,1317,2799
27,584,185,204,29,41,0,41,76,51,25,9,2,37,656,3887,2137,1750,1027,52,230,11,112,6078,21,365,197,59,0,1327,15815,30420
15,585,504,897,11,161,0,161,272,244,28,1,0,3,301,518,8,510,840,35,117,12,164,521,0,234,49,128,0,62,4151,8981
12,586,121,83,7,40,0,40,114,96,18,1,2,63,474,899,338,561,117,296,157,31,49,1235,7,68,7,669,0,551,6997,11988
33,587,112,123,24,18,0,18,130,114,16,3,4,96,46,376,191,185,109,27,109,5,3,13,22,27,0,138,0,123,1046,2554
2,588,1089,1023,46,318,0,318,758,593,165,86,0,208,2248,5132,1246,3886,719,420,2280,81,559,17332,110,2197,876,2409,0,4549,17924,60364
33,589,673,824,241,262,0,262,723,640,83,36,8,282,1007,1962,694,1268,1103,478,800,22,142,3558,334,344,98,942,0,1195,7255,22289
29,589,150,133,4,399,0,399,343,322,21,1,1,32,250,570,175,395,175,20,529,3,67,2402,20,314,0,979,0,346,3634,10372
27,590,146,109,44,24,0,24,75,55,20,29,42,46,289,3006,2144,862,549,46,278,19,53,3252,4,140,62,40,0,977,9175,18405
31,591,402,535,10,99,0,99,377,321,56,12,0,166,802,2558,699,1859,1202,151,339,13,228,3512,42,508,37,370,0,2719,27899,41981
15,592,338,606,14,79,0,79,480,427,53,28,0,175,610,1130,139,991,1507,47,112,22,157,555,3,317,112,4,0,95,2363,8754
21,593,1317,1123,57,846,0,846,1087,774,313,309,337,3667,13165,48898,27900,20998,6489,928,6648,241,224,13740,57,1060,1052,2493,1,5687,30547,139973
21,594,31,11,4,10,1,9,12,6,6,46,8,110,3,3600,28,3572,38,20,32,5,1,68,1,18,3,0,0,10,443,4474
21,595,1619,704,111,676,0,676,492,326,166,417,260,1250,5825,14253,6253,8000,3355,679,1984,63,344,8220,129,1125,255,2195,0,10897,19310,74163
35,596,707,166,208,555,0,555,1042,969,73,92,219,184,156,3320,721,2599,4082,216,614,18,68,113,345,291,3,4857,0,2254,15992,35502
26,597,492,973,3,401,0,401,404,323,81,113,58,994,1954,3751,891,2860,870,60,523,1,184,1020,277,228,38,724,0,1731,17936,32735
5,598,1128,961,126,871,0,871,1074,524,550,496,44,824,997,2508,515,1993,2274,430,916,7,372,3501,144,259,11,534,7,1240,12675,31399
35,599,733,12,85,497,0,497,276,198,78,63,182,278,49,2526,246,2280,920,64,376,1,24,205,106,601,0,1778,0,206,7976,16958
4,600,60,4,0,50,0,50,30,20,10,53,0,10,12,129,0,129,104,3,5,3,2,15,0,5,0,22,0,1,508,1016
33,601,714,631,256,393,0,393,640,571,69,36,5,219,806,2327,520,1807,604,449,707,19,40,3099,287,543,352,1233,0,1691,7275,22326
17,602,535,456,60,195,0,195,262,192,70,44,8,142,1234,1575,573,1002,2851,118,1048,25,91,6592,64,1022,33,1301,0,129,15839,33624
21,603,536,258,13,253,0,253,124,80,44,208,41,289,1902,3963,717,3246,1586,288,901,63,111,3186,56,467,120,608,0,3641,7637,26251
7,604,771,357,17,557,0,557,145,132,13,51,14,402,2679,4053,1454,2599,799,219,397,30,172,5150,78,1022,87,414,0,1670,10498,29582
15,605,7,5,2,3,0,3,3,2,1,0,0,0,2,111,4,107,16,1,2,0,2,0,0,1,6,0,0,4,77,242
17,605,188,27,3,5,0,5,21,2,19,29,16,259,35,5333,103,5230,212,7,34,37,1,205,11,17,1,3,0,45,1098,7587
18,605,10,3,2,2,0,2,7,2,5,3,58,46,24,2240,10,2230,108,1,19,1,0,265,0,121,39,0,0,1,312,3262
15,606,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,3,0,1,0,0,0,1,0,0,2,13,29
15,607,0,0,0,0,0,0,1,1,0,0,0,0,1,18,0,18,3,0,2,0,0,0,0,0,1,0,0,0,17,43
15,608,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,10
7,610,1113,880,38,1560,0,1560,517,404,113,71,17,760,8098,14067,6353,7714,1400,496,1565,148,436,19660,180,2746,391,1378,2,4938,38049,98510
20,611,546,667,16,1021,0,1021,205,165,40,17,10,238,1472,2705,850,1855,495,32,150,8,118,8639,200,2200,127,676,0,1383,22737,43662
2,612,65,101,4,38,0,38,75,45,30,4,0,27,354,1095,254,841,12,95,244,7,12,2104,10,140,108,468,0,484,841,6288
20,613,403,564,10,1023,0,1023,277,217,60,60,12,377,1996,4082,1146,2936,1308,111,175,3,692,4548,87,2116,356,1006,0,1449,33600,54255
12,614,423,268,8,93,0,93,514,410,104,89,2,442,3191,13253,7572,5681,981,575,631,166,314,4818,23,184,128,2659,0,1282,22132,52176
12,615,470,295,26,249,0,249,640,564,76,102,3,300,2192,4271,1583,2688,782,892,220,81,218,4796,35,416,45,3033,0,3274,28670,51010
7,616,539,338,20,664,0,664,132,111,21,39,9,216,2388,2549,772,1777,376,84,313,42,187,1251,76,893,73,481,1,1258,21070,32999
15,617,459,719,29,295,0,295,408,381,27,9,0,19,604,663,80,583,419,79,235,6,340,359,23,294,75,348,0,254,10711,16348
29,618,208,169,10,125,0,125,585,488,97,6,12,134,1015,2041,778,1263,944,128,1856,10,152,10436,40,456,11,2010,0,1761,7304,29413
33,619,124,74,44,51,0,51,256,237,19,9,0,35,60,309,122,187,93,116,190,9,16,741,79,105,0,230,0,717,2422,5680
17,620,399,312,11,78,0,78,190,143,47,65,21,357,1214,2382,1131,1251,1277,28,298,18,185,2980,87,398,0,319,0,0,11152,21771
15,621,327,420,7,109,0,109,146,130,16,4,0,2,274,401,67,334,158,33,80,2,123,103,0,82,41,4,0,24,5568,7908
16,622,210,75,7,118,0,118,158,120,38,90,23,144,171,1503,381,1122,448,84,214,5,22,636,47,50,4,128,1,458,1740,6336
31,623,433,662,6,118,0,118,384,304,80,25,0,171,914,2320,355,1965,1226,68,518,30,284,5515,36,385,61,205,0,1903,22513,37777
33,624,832,920,199,376,0,376,831,698,133,95,19,519,742,3359,995,2364,636,589,1463,42,43,355,205,383,80,539,0,1167,8725,22119
16,625,2618,1282,130,791,5,786,992,475,517,759,89,1769,1963,12276,4570,7706,2211,606,1058,17,161,4364,145,400,11,729,37,2828,14904,50140
2,626,1091,478,79,338,0,338,450,316,134,66,4,213,3266,4260,1053,3207,392,224,1702,16,452,13892,268,741,316,2001,7,2970,7811,41037
20,627,516,548,13,878,0,878,246,200,46,25,50,388,1821,4525,1370,3155,490,378,426,10,238,5616,100,1541,270,905,0,1324,23375,43683
21,628,225,100,17,240,0,240,101,70,31,50,10,168,1737,2700,410,2290,1003,277,571,47,243,2312,9,417,235,542,0,1574,4843,17421
26,629,341,282,20,275,0,275,199,159,40,78,2,147,507,898,94,804,581,80,211,8,87,339,43,765,44,348,12,818,4553,10638
15,630,255,421,12,88,0,88,148,132,16,8,0,9,198,326,32,294,38,29,67,2,99,40,0,95,47,16,0,13,3159,5070
20,631,648,486,15,752,0,752,380,267,113,47,32,691,6329,5514,2030,3484,764,115,479,14,312,8805,403,1404,141,850,9,1929,27489,57608
13,632,320,244,23,212,0,212,277,222,55,98,45,311,1675,4213,2718,1495,493,405,238,6,125,1899,126,253,94,690,0,48,11454,23249
